classe,Dim 1,Dim 2,Dim 3,Dim 4,Dim 5
classe_1,-0.21452457914923248,0.046074509166978604,0.2194376396553563,0.8016904776199589,-0.5118978788031934
classe_2,-0.21445372782765518,0.10027851605255293,0.30231255541885105,-0.061181842674055416,0.0036118113027878798
classe_3,-0.25582052511325015,0.32206856626575436,-0.4023517186184917,-0.0015614798550405483,0.008620090631670458
classe_4,0.36199516918855834,-0.5115303556523456,-0.0846986323447936,-0.0023190067042854656,0.005531352438234344
classe_5,2.5786809313624772,1.9526252320558202,0.2251252706785193,0.01512348334056193,-0.010357134951273909
classe_6,-0.27091150562114136,0.13305885369995035,0.47643882011761773,1.412508626624401,1.6553642949985865
